id,ts,orderId,jobType,printerId,printerName,connectionType,printerHost,printerPort,terminalId,terminalIp,event,attempt,bytes,centerName,errorMsg
"6194","2026-07-20T19:51:54.000Z","659","receipt","","","","","","1","","queued","","","",""
"6195","2026-07-20T19:51:54.000Z","659","kitchen","","","","","","","","queued","","","",""
"6196","2026-07-20T19:51:54.000Z","659","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6197","2026-07-20T19:51:54.000Z","659","kitchen","6","Cucina","network","127.0.0.1","9104","","","rendering","","","Cucina",""
"6198","2026-07-20T19:51:54.000Z","657","kitchen","6","Cucina","network","127.0.0.1","9104","","","sent","","19025","Cucina",""
"6199","2026-07-20T19:51:54.000Z","658","kitchen","6","Cucina","network","127.0.0.1","9104","","","sent","","19025","Cucina",""
"6200","2026-07-20T19:51:54.000Z","657","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","50489","",""
"6201","2026-07-20T19:51:54.000Z","658","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","50489","",""
"6202","2026-07-20T19:51:54.000Z","657","kitchen","6","Cucina","network","127.0.0.1","9104","","","retry","1","","Cucina","Printer 127.0.0.1:9104 offline"
"6203","2026-07-20T19:51:54.000Z","658","kitchen","6","Cucina","network","127.0.0.1","9104","","","retry","1","","Cucina","Printer 127.0.0.1:9104 offline"
"6204","2026-07-20T19:51:54.000Z","657","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","ok","","50489","",""
"6205","2026-07-20T19:51:54.000Z","658","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","ok","","50489","",""
"6206","2026-07-20T19:51:54.000Z","658","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6207","2026-07-20T19:51:54.000Z","660","receipt","","","","","","1","","queued","","","",""
"6208","2026-07-20T19:51:54.000Z","660","kitchen","","","","","","","","queued","","","",""
"6209","2026-07-20T19:51:54.000Z","660","kitchen","6","Cucina","network","127.0.0.1","9104","","","rendering","","","Cucina",""
"6210","2026-07-20T19:51:54.000Z","660","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6211","2026-07-20T19:51:54.000Z","656","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","50489","",""
"6212","2026-07-20T19:51:54.000Z","659","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","50489","",""
"6213","2026-07-20T19:51:54.000Z","658","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","50489","",""
"6214","2026-07-20T19:51:54.000Z","656","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","ok","","50489","",""
"6215","2026-07-20T19:51:54.000Z","659","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","ok","","50489","",""
"6216","2026-07-20T19:51:54.000Z","659","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6217","2026-07-20T19:51:54.000Z","658","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","ok","","50489","",""
"6218","2026-07-20T19:51:54.000Z","661","receipt","","","","","","1","","queued","","","",""
"6219","2026-07-20T19:51:54.000Z","661","kitchen","","","","","","","","queued","","","",""
"6220","2026-07-20T19:51:54.000Z","661","kitchen","6","Cucina","network","127.0.0.1","9104","","","rendering","","","Cucina",""
"6221","2026-07-20T19:51:54.000Z","661","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6222","2026-07-20T19:51:54.000Z","659","kitchen","6","Cucina","network","127.0.0.1","9104","","","sent","","19025","Cucina",""
"6223","2026-07-20T19:51:54.000Z","659","kitchen","6","Cucina","network","127.0.0.1","9104","","","retry","1","","Cucina","Printer 127.0.0.1:9104 offline"
"6224","2026-07-20T19:51:54.000Z","661","kitchen","6","Cucina","network","127.0.0.1","9104","","","sent","","19025","Cucina",""
"6225","2026-07-20T19:51:54.000Z","659","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","50489","",""
"6226","2026-07-20T19:51:54.000Z","661","kitchen","6","Cucina","network","127.0.0.1","9104","","","retry","1","","Cucina","Printer 127.0.0.1:9104 offline"
"6227","2026-07-20T19:51:54.000Z","659","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","ok","","50489","",""
"6228","2026-07-20T19:51:54.000Z","659","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6229","2026-07-20T19:51:54.000Z","662","receipt","","","","","","1","","queued","","","",""
"6230","2026-07-20T19:51:54.000Z","662","kitchen","","","","","","","","queued","","","",""
"6231","2026-07-20T19:51:54.000Z","662","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6232","2026-07-20T19:51:54.000Z","662","kitchen","6","Cucina","network","127.0.0.1","9104","","","rendering","","","Cucina",""
"6233","2026-07-20T19:51:54.000Z","660","kitchen","6","Cucina","network","127.0.0.1","9104","","","sent","","19025","Cucina",""
"6234","2026-07-20T19:51:54.000Z","660","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","50489","",""
"6235","2026-07-20T19:51:54.000Z","660","kitchen","6","Cucina","network","127.0.0.1","9104","","","retry","1","","Cucina","Printer 127.0.0.1:9104 offline"
"6236","2026-07-20T19:51:54.000Z","659","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","50489","",""
"6237","2026-07-20T19:51:54.000Z","662","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","50489","",""
"6238","2026-07-20T19:51:54.000Z","663","receipt","","","","","","1","","queued","","","",""
"6239","2026-07-20T19:51:54.000Z","663","kitchen","","","","","","","","queued","","","",""
"6240","2026-07-20T19:51:54.000Z","663","kitchen","7","Pizzeria","network","127.0.0.1","9105","","","rendering","","","Pizzeria",""
"6241","2026-07-20T19:51:54.000Z","663","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6242","2026-07-20T19:51:54.000Z","661","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","50489","",""
"6243","2026-07-20T19:51:54.000Z","662","kitchen","6","Cucina","network","127.0.0.1","9104","","","sent","","21977","Cucina",""
"6244","2026-07-20T19:51:54.000Z","662","kitchen","6","Cucina","network","127.0.0.1","9104","","","retry","1","","Cucina","Printer 127.0.0.1:9104 offline"
"6245","2026-07-20T19:51:54.000Z","664","receipt","","","","","","1","","queued","","","",""
"6246","2026-07-20T19:51:54.000Z","664","kitchen","","","","","","","","queued","","","",""
"6247","2026-07-20T19:51:54.000Z","664","kitchen","7","Pizzeria","network","127.0.0.1","9105","","","rendering","","","Pizzeria",""
"6248","2026-07-20T19:51:54.000Z","664","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6249","2026-07-20T19:51:54.000Z","663","kitchen","7","Pizzeria","network","127.0.0.1","9105","","","sent","","21977","Pizzeria",""
"6250","2026-07-20T19:51:54.000Z","663","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","53369","",""
"6251","2026-07-20T19:51:54.000Z","663","kitchen","7","Pizzeria","network","127.0.0.1","9105","","","ok","","21977","Pizzeria",""
"6252","2026-07-20T19:51:54.000Z","665","receipt","","","","","","1","","queued","","","",""
"6253","2026-07-20T19:51:54.000Z","665","kitchen","","","","","","","","queued","","","",""
"6254","2026-07-20T19:51:54.000Z","665","kitchen","6","Cucina","network","127.0.0.1","9104","","","rendering","","","Cucina",""
"6255","2026-07-20T19:51:54.000Z","665","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6256","2026-07-20T19:51:54.000Z","666","receipt","","","","","","1","","queued","","","",""
"6257","2026-07-20T19:51:54.000Z","666","kitchen","","","","","","","","queued","","","",""
"6258","2026-07-20T19:51:54.000Z","666","kitchen","6","Cucina","network","127.0.0.1","9104","","","rendering","","","Cucina",""
"6259","2026-07-20T19:51:54.000Z","666","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6260","2026-07-20T19:51:54.000Z","664","kitchen","7","Pizzeria","network","127.0.0.1","9105","","","sent","","19025","Pizzeria",""
"6261","2026-07-20T19:51:54.000Z","665","kitchen","6","Cucina","network","127.0.0.1","9104","","","sent","","19025","Cucina",""
"6262","2026-07-20T19:51:54.000Z","664","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","50489","",""
"6263","2026-07-20T19:51:54.000Z","665","kitchen","6","Cucina","network","127.0.0.1","9104","","","retry","1","","Cucina","Printer 127.0.0.1:9104 offline"
"6264","2026-07-20T19:51:54.000Z","664","kitchen","7","Pizzeria","network","127.0.0.1","9105","","","ok","","19025","Pizzeria",""
"6265","2026-07-20T19:51:54.000Z","667","receipt","","","","","","1","","queued","","","",""
"6266","2026-07-20T19:51:54.000Z","667","kitchen","","","","","","","","queued","","","",""
"6267","2026-07-20T19:51:54.000Z","667","kitchen","6","Cucina","network","127.0.0.1","9104","","","rendering","","","Cucina",""
"6268","2026-07-20T19:51:54.000Z","667","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6269","2026-07-20T19:51:54.000Z","666","kitchen","6","Cucina","network","127.0.0.1","9104","","","sent","","19025","Cucina",""
"6270","2026-07-20T19:51:54.000Z","665","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","50489","",""
"6271","2026-07-20T19:51:54.000Z","666","kitchen","6","Cucina","network","127.0.0.1","9104","","","retry","1","","Cucina","Printer 127.0.0.1:9104 offline"
"6272","2026-07-20T19:51:54.000Z","667","kitchen","6","Cucina","network","127.0.0.1","9104","","","sent","","21977","Cucina",""
"6273","2026-07-20T19:51:54.000Z","667","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","53369","",""
"6274","2026-07-20T19:51:54.000Z","667","kitchen","6","Cucina","network","127.0.0.1","9104","","","retry","1","","Cucina","Printer 127.0.0.1:9104 offline"
"6275","2026-07-20T19:51:54.000Z","668","receipt","","","","","","1","","queued","","","",""
"6276","2026-07-20T19:51:54.000Z","668","kitchen","","","","","","","","queued","","","",""
"6277","2026-07-20T19:51:54.000Z","668","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6278","2026-07-20T19:51:54.000Z","668","kitchen","6","Cucina","network","127.0.0.1","9104","","","rendering","","","Cucina",""
"6279","2026-07-20T19:51:54.000Z","666","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","50489","",""
"6280","2026-07-20T19:51:54.000Z","669","receipt","","","","","","1","","queued","","","",""
"6281","2026-07-20T19:51:54.000Z","669","kitchen","","","","","","","","queued","","","",""
"6282","2026-07-20T19:51:54.000Z","669","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6283","2026-07-20T19:51:54.000Z","669","kitchen","7","Pizzeria","network","127.0.0.1","9105","","","rendering","","","Pizzeria",""
"6284","2026-07-20T19:51:54.000Z","668","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","53369","",""
"6285","2026-07-20T19:51:54.000Z","669","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","50489","",""
"6286","2026-07-20T19:51:54.000Z","670","receipt","","","","","","1","","queued","","","",""
"6287","2026-07-20T19:51:54.000Z","670","kitchen","","","","","","","","queued","","","",""
"6288","2026-07-20T19:51:54.000Z","670","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6289","2026-07-20T19:51:54.000Z","670","kitchen","7","Pizzeria","network","127.0.0.1","9105","","","rendering","","","Pizzeria",""
"6290","2026-07-20T19:51:54.000Z","668","kitchen","6","Cucina","network","127.0.0.1","9104","","","sent","","19025","Cucina",""
"6291","2026-07-20T19:51:54.000Z","668","kitchen","6","Cucina","network","127.0.0.1","9104","","","retry","1","","Cucina","Printer 127.0.0.1:9104 offline"
"6292","2026-07-20T19:51:54.000Z","669","kitchen","7","Pizzeria","network","127.0.0.1","9105","","","sent","","19025","Pizzeria",""
"6293","2026-07-20T19:51:54.000Z","670","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","50489","",""
"6294","2026-07-20T19:51:54.000Z","669","kitchen","7","Pizzeria","network","127.0.0.1","9105","","","ok","","19025","Pizzeria",""
"6295","2026-07-20T19:51:54.000Z","671","receipt","","","","","","1","","queued","","","",""
"6296","2026-07-20T19:51:54.000Z","671","kitchen","","","","","","","","queued","","","",""
"6297","2026-07-20T19:51:54.000Z","671","kitchen","6","Cucina","network","127.0.0.1","9104","","","rendering","","","Cucina",""
"6298","2026-07-20T19:51:54.000Z","671","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6299","2026-07-20T19:51:54.000Z","672","receipt","","","","","","1","","queued","","","",""
"6300","2026-07-20T19:51:54.000Z","672","kitchen","","","","","","","","queued","","","",""
"6301","2026-07-20T19:51:54.000Z","672","kitchen","6","Cucina","network","127.0.0.1","9104","","","rendering","","","Cucina",""
"6302","2026-07-20T19:51:54.000Z","672","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6303","2026-07-20T19:51:54.000Z","670","kitchen","7","Pizzeria","network","127.0.0.1","9105","","","sent","","19025","Pizzeria",""
"6304","2026-07-20T19:51:54.000Z","672","kitchen","6","Cucina","network","127.0.0.1","9104","","","sent","","19025","Cucina",""
"6305","2026-07-20T19:51:54.000Z","672","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","50489","",""
"6306","2026-07-20T19:51:54.000Z","672","kitchen","6","Cucina","network","127.0.0.1","9104","","","retry","1","","Cucina","Printer 127.0.0.1:9104 offline"
"6307","2026-07-20T19:51:54.000Z","670","kitchen","7","Pizzeria","network","127.0.0.1","9105","","","ok","","19025","Pizzeria",""
"6308","2026-07-20T19:51:54.000Z","670","kitchen","6","Cucina","network","127.0.0.1","9104","","","rendering","","","Cucina",""
"6309","2026-07-20T19:51:54.000Z","673","receipt","","","","","","1","","queued","","","",""
"6310","2026-07-20T19:51:54.000Z","673","kitchen","","","","","","","","queued","","","",""
"6311","2026-07-20T19:51:54.000Z","673","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6312","2026-07-20T19:51:54.000Z","673","kitchen","7","Pizzeria","network","127.0.0.1","9105","","","rendering","","","Pizzeria",""
"6313","2026-07-20T19:51:54.000Z","671","kitchen","6","Cucina","network","127.0.0.1","9104","","","sent","","19025","Cucina",""
"6314","2026-07-20T19:51:54.000Z","671","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","50489","",""
"6315","2026-07-20T19:51:54.000Z","671","kitchen","6","Cucina","network","127.0.0.1","9104","","","retry","1","","Cucina","Printer 127.0.0.1:9104 offline"
"6316","2026-07-20T19:51:54.000Z","674","receipt","","","","","","1","","queued","","","",""
"6317","2026-07-20T19:51:54.000Z","674","kitchen","","","","","","","","queued","","","",""
"6318","2026-07-20T19:51:54.000Z","674","kitchen","6","Cucina","network","127.0.0.1","9104","","","rendering","","","Cucina",""
"6319","2026-07-20T19:51:54.000Z","674","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6320","2026-07-20T19:51:54.000Z","670","kitchen","6","Cucina","network","127.0.0.1","9104","","","sent","","19025","Cucina",""
"6321","2026-07-20T19:51:54.000Z","674","kitchen","6","Cucina","network","127.0.0.1","9104","","","sent","","21977","Cucina",""
"6322","2026-07-20T19:51:54.000Z","673","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","53369","",""
"6323","2026-07-20T19:51:54.000Z","670","kitchen","6","Cucina","network","127.0.0.1","9104","","","retry","1","","Cucina","Printer 127.0.0.1:9104 offline"
"6324","2026-07-20T19:51:55.000Z","674","kitchen","6","Cucina","network","127.0.0.1","9104","","","retry","1","","Cucina","Printer 127.0.0.1:9104 offline"
"6325","2026-07-20T19:51:55.000Z","674","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","53369","",""
"6326","2026-07-20T19:51:55.000Z","675","receipt","","","","","","1","","queued","","","",""
"6327","2026-07-20T19:51:55.000Z","675","kitchen","","","","","","","","queued","","","",""
"6328","2026-07-20T19:51:55.000Z","675","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6329","2026-07-20T19:51:55.000Z","673","kitchen","7","Pizzeria","network","127.0.0.1","9105","","","sent","","19025","Pizzeria",""
"6330","2026-07-20T19:51:55.000Z","673","kitchen","7","Pizzeria","network","127.0.0.1","9105","","","ok","","19025","Pizzeria",""
"6331","2026-07-20T19:51:55.000Z","676","receipt","","","","","","1","","queued","","","",""
"6332","2026-07-20T19:51:55.000Z","676","kitchen","","","","","","","","queued","","","",""
"6333","2026-07-20T19:51:55.000Z","676","kitchen","6","Cucina","network","127.0.0.1","9104","","","rendering","","","Cucina",""
"6334","2026-07-20T19:51:55.000Z","676","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6335","2026-07-20T19:51:55.000Z","677","receipt","","","","","","1","","queued","","","",""
"6336","2026-07-20T19:51:55.000Z","677","kitchen","","","","","","","","queued","","","",""
"6337","2026-07-20T19:51:55.000Z","677","kitchen","6","Cucina","network","127.0.0.1","9104","","","rendering","","","Cucina",""
"6338","2026-07-20T19:51:55.000Z","677","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6339","2026-07-20T19:51:55.000Z","676","kitchen","6","Cucina","network","127.0.0.1","9104","","","sent","","19025","Cucina",""
"6340","2026-07-20T19:51:55.000Z","675","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","50489","",""
"6341","2026-07-20T19:51:55.000Z","676","kitchen","6","Cucina","network","127.0.0.1","9104","","","retry","1","","Cucina","Printer 127.0.0.1:9104 offline"
"6342","2026-07-20T19:51:55.000Z","677","kitchen","6","Cucina","network","127.0.0.1","9104","","","sent","","21977","Cucina",""
"6343","2026-07-20T19:51:55.000Z","677","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","53369","",""
"6344","2026-07-20T19:51:55.000Z","677","kitchen","6","Cucina","network","127.0.0.1","9104","","","retry","1","","Cucina","Printer 127.0.0.1:9104 offline"
"6345","2026-07-20T19:51:55.000Z","678","receipt","","","","","","1","","queued","","","",""
"6346","2026-07-20T19:51:55.000Z","678","kitchen","","","","","","","","queued","","","",""
"6347","2026-07-20T19:51:55.000Z","678","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6348","2026-07-20T19:51:55.000Z","676","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","50489","",""
"6349","2026-07-20T19:51:55.000Z","679","receipt","","","","","","1","","queued","","","",""
"6350","2026-07-20T19:51:55.000Z","679","kitchen","","","","","","","","queued","","","",""
"6351","2026-07-20T19:51:55.000Z","679","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6352","2026-07-20T19:51:55.000Z","679","kitchen","7","Pizzeria","network","127.0.0.1","9105","","","rendering","","","Pizzeria",""
"6353","2026-07-20T19:51:55.000Z","680","receipt","","","","","","1","","queued","","","",""
"6354","2026-07-20T19:51:55.000Z","680","kitchen","","","","","","","","queued","","","",""
"6355","2026-07-20T19:51:55.000Z","680","kitchen","7","Pizzeria","network","127.0.0.1","9105","","","rendering","","","Pizzeria",""
"6356","2026-07-20T19:51:55.000Z","680","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","rendering","","","",""
"6357","2026-07-20T19:51:55.000Z","679","kitchen","7","Pizzeria","network","127.0.0.1","9105","","","sent","","19025","Pizzeria",""
"6358","2026-07-20T19:51:55.000Z","678","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","53369","",""
"6359","2026-07-20T19:51:55.000Z","679","receipt","2","Cassa 1","network","127.0.0.1","9100","1","","sent","","53369","",""
"6360","2026-07-20T19:51:55.000Z","679","kitchen","7","Pizzeria","network","127.0.0.1","9105","","","ok","","19025","Pizzeria",""
"6361","2026-07-20T19:51:55.000Z","681","receipt","","","","","","1","","queued","","","",""
